,loanpurposecode,loanapprovalcode,loaninterestrate,loanoriginalbalance,loanpayment,loanpaymentcount,loancreditscore,debtratio,rbl
8461,25,9999,8.5,25000.0,524.19,60,701,0.7416,2
22403,40,570,6.75,6499.92,209.0,0,742,0.0735,1
10967,25,1437,15.25,3000.0,146.08,24,582,0.2087,5
17004,40,47,6.75,2500.0,63.0,0,0,0.0317,0
10682,40,585,6.75,15000.0,50.0,0,802,0.5711,1
438,25,1437,14.25,2500.0,124.57,24,609,0.0606,4
1954,2,780,6.0,13000.0,264.27,60,750,0.5162,1
10456,40,585,6.75,6000.0,193.0,0,650,0.3228,3
12963,13,1176,4.0,22500.0,352.51,72,749,0.3433,1
8285,13,780,3.5,15200.0,276.51,60,738,0.4271,1
14608,25,1176,7.75,9150.0,184.0,60,691,0.2879,2
8428,40,166,4.75,3500.0,50.0,0,671,0.359,3
11641,13,780,3.0,15000.0,332.14,48,746,0.4362,1
2792,3,1407,16.5,27823.37,743.74,60,613,0.3542,4
22026,40,1017,6.75,10000.0,50.0,0,818,0.1157,1
15932,3,55,11.0,37004.0,843.2,60,603,0.0866,4
12104,3,1437,5.75,29908.88,588.82,60,727,0.4449,1
20432,40,1017,6.75,8000.0,50.0,0,786,0.3142,1
9412,3,780,5.75,8000.0,246.0,36,785,0.8327,1
10256,3,780,5.75,17112.29,328.66,60,723,0.4021,1
3663,3,780,6.0,30000.0,580.05,60,777,0.3384,1
9465,3,1407,14.75,5036.06,174.58,36,634,0.429,4
10042,3,1437,6.75,23000.0,498.05,60,743,0.2934,1
20239,43,166,13.0,1000.0,25.0,0,660,0.0214,1
14282,25,780,5.25,4000.0,182.99,24,804,0.2609,1
1819,23,780,6.0,11500.0,233.93,60,737,0.4076,1
7110,3,780,7.5,27000.0,519.58,72,748,0.5136,1
3732,24,780,5.75,1500.0,88.09,18,750,0.612,1
7808,2,1916,7.25,6000.0,197.27,36,693,0.4358,2
17823,25,585,4.5,11500.0,214.42,60,807,0.5258,1
6401,9999,1090,14.25,10238.0,239.72,60,0,0.2204,4
5509,40,166,6.75,5000.0,136.0,0,728,0.3806,1
2101,2,780,5.5,8500.0,374.84,24,738,0.4741,1
2738,3,780,7.0,9000.0,187.28,60,772,0.4729,1
2158,25,780,2.49,6500.0,554.68,12,837,0.9643,1
11407,3,585,7.75,48843.87,985.25,60,705,0.4631,2
2941,40,585,6.75,1000.0,50.0,0,0,0.056,0
13422,3,1437,5.75,37000.0,711.48,60,790,0.3423,1
11309,40,1437,6.75,8000.0,244.0,0,643,0.1194,3
7626,3,780,8.25,6500.0,139.96,60,699,0.1141,2
11306,9999,47,5.5,6544.5,127.97,60,808,0.5052,1
2269,25,1437,8.25,15000.0,335.76,60,700,0.2229,2
13273,25,1437,6.25,3000.0,136.16,24,686,0.3958,2
9643,3,570,6.75,32746.64,706.07,60,745,0.3149,1
14852,25,1437,9.0,25000.0,475.03,72,679,0.3343,3
6251,25,780,6.25,10000.0,213.71,60,725,1.5017,1
8019,14,1407,4.25,35408.79,554.77,84,773,0.35,1
21363,25,585,15.25,10000.0,257.48,60,809,0.1647,4
5555,2,570,14.5,1000.0,90.56,12,0,0.2796,4
9541,24,1407,8.0,16000.0,341.15,60,704,0.3348,2
15565,3,1437,8.5,11307.04,257.37,60,662,0.2136,3
763,9999,1090,11.5,28727.39,624.35,72,584,0.3729,5
1675,25,780,6.0,25000.0,530.46,60,749,0.4418,1
16545,3,1176,7.75,26955.27,594.75,60,716,0.2849,2
20602,40,1017,6.75,10000.0,318.0,0,670,0.1782,1
10056,25,1437,7.75,28111.87,594.97,60,687,0.3114,2
9628,3,780,5.75,24635.94,497.2,60,741,0.2995,1
6562,25,780,6.25,15000.0,368.33,48,776,0.5467,1
6107,9999,1090,3.5,11014.18,246.59,48,745,0.1101,1
4973,2,780,6.25,7233.72,181.4,48,731,0.3935,1
18026,43,47,13.0,500.0,25.0,0,594,0.5505,5
5283,25,780,5.5,6000.0,264.96,24,742,0.6326,1
5521,25,585,6.25,2000.0,173.21,12,703,0.1753,2
13012,3,780,5.75,15000.0,288.64,60,795,0.0652,1
6108,9999,1916,15.5,17993.83,385.38,72,0,0.2293,4
11696,25,780,5.25,5000.0,220.11,24,743,0.2364,1
20959,3,585,10.0,16801.0,384.71,60,640,0.3459,3
14721,13,780,4.25,22285.0,455.13,60,710,0.5194,2
10440,25,780,9.25,3764.77,173.67,24,672,0.2828,3
18810,40,55,6.75,10000.0,315.0,0,787,0.633,1
1569,3,166,6.0,20000.0,387.36,60,848,0.6587,1
20779,3,55,9.75,12000.0,273.83,60,665,0.3916,3
15544,40,780,6.75,500.0,50.0,0,707,0.2909,2
14396,40,1176,6.75,30000.0,905.0,0,759,0.2651,1
6413,13,1916,4.0,9836.98,309.15,36,685,0.1876,2
20383,14,55,2.75,19477.35,375.59,60,769,0.4334,1
8876,3,166,6.5,21000.0,368.44,72,697,0.4945,2
7869,13,1407,4.75,32000.0,600.22,60,712,0.4119,2
16160,3,1437,6.25,14415.6,456.39,36,698,0.1074,2
4108,25,1407,9.5,1000.0,87.96,12,645,0.2388,3
7997,25,1437,9.5,3000.0,264.47,12,663,0.2157,3
330,3,47,7.75,14208.13,308.45,60,690,0.3968,2
18869,25,1437,5.75,6000.0,146.59,48,715,0.3023,2
6812,2,1437,9.25,2000.0,179.46,12,652,0.3214,3
2589,9999,1437,4.5,28999.86,403.84,84,724,0.1593,1
5567,25,1916,10.0,3500.0,162.1,24,679,0.3399,3
7614,3,570,10.75,13800.0,306.59,60,651,0.2046,3
14064,40,1437,6.75,5000.0,135.0,0,668,0.0603,3
16421,23,1437,7.0,10000.0,248.62,48,693,0.1681,2
8846,13,780,3.5,33000.0,614.91,60,740,0.5316,1
16464,25,1437,7.0,5000.0,125.13,48,709,0.2094,2
14171,25,1437,9.75,7000.0,225.14,36,670,0.4069,3
12923,25,585,15.0,11309.44,320.42,48,605,0.2786,4
6095,14,1462,4.0,49916.35,682.79,84,802,0.3554,1
6333,3,585,10.75,4172.5,111.34,48,649,0.3834,3
16435,25,780,6.0,10000.0,234.58,48,841,0.1147,1
14326,40,47,6.75,15000.0,344.0,0,676,0.3378,3
20621,40,585,6.75,8000.0,50.0,0,776,0.548,1
11259,13,1437,3.25,29200.25,528.03,60,742,0.578,1
17361,25,1437,10.0,5000.0,132.08,48,633,0.2707,4
6529,3,585,8.25,12811.05,275.69,60,718,0.497,2
8379,8,1407,8.75,20300.0,202.72,180,740,0.3964,1
2538,3,585,6.0,18959.72,385.92,60,726,0.5528,1
15219,3,780,6.75,30000.0,620.38,60,755,0.4251,1
17659,25,585,6.75,6000.0,190.36,36,683,0.1678,2
8847,40,570,6.75,15000.0,456.0,0,787,0.4292,1
16770,2,780,5.75,10000.0,303.08,36,842,0.484,1
3956,25,1407,7.5,7906.39,254.19,36,689,0.3542,2
3695,3,780,6.0,14146.9,287.26,60,728,0.6295,1
15027,3,1437,9.0,30655.52,556.7,72,671,0.2932,3
14351,23,1437,8.0,14574.49,310.37,60,702,0.1093,2
8119,3,166,9.0,22000.0,468.43,60,671,0.4882,3
12667,3,780,5.75,12000.0,363.44,36,727,0.5951,1
8943,3,55,8.5,15000.0,322.44,60,663,0.3562,3
8491,25,780,6.25,4000.0,122.3,36,725,0.2869,1
12930,3,1437,7.75,8198.74,169.15,60,704,0.1759,2
9062,25,570,14.25,4000.0,199.09,24,628,0.2222,4
2528,17,780,3.75,35617.48,686.3,60,721,0.2307,1
1331,14,166,4.0,44614.68,655.45,84,783,0.7373,1
3147,25,1916,9.75,4000.0,191.95,24,663,0.3227,3
10830,40,1437,6.75,4500.0,142.0,0,668,0.4359,3
3594,3,1407,10.5,4808.12,166.29,36,656,0.4277,3
16143,40,780,6.75,10000.0,50.0,0,819,0.4197,1
14361,25,780,5.75,6500.0,208.71,36,761,0.3139,1
9329,23,1437,9.25,2600.0,159.82,18,674,0.0819,3
8323,3,166,6.0,25000.0,482.34,60,831,0.6063,1
4022,25,585,10.25,5228.84,179.61,36,646,0.2469,3
6231,13,780,3.5,31932.97,638.83,60,774,0.393,1
3252,25,780,6.0,10000.0,208.22,60,724,0.3072,1
21918,3,780,7.25,11620.0,243.16,60,719,0.3585,2
7980,25,1407,10.25,5000.0,171.11,36,668,0.3593,3
1507,40,1916,6.75,8500.0,255.0,0,775,0.5942,1
6210,25,780,6.0,30000.0,592.63,60,786,0.2727,1
19173,8,1437,5.5,21333.2,315.41,84,763,0.5676,1
21175,3,1017,14.7,12677.66,311.86,60,623,0.319,4
7489,25,780,6.25,7700.0,194.68,48,730,0.0593,1
12276,3,1437,10.25,33817.19,761.2,60,677,0.167,3
4652,9999,1407,5.5,38743.44,645.82,60,763,0.4913,1
18105,13,780,3.25,28500.0,515.87,60,784,0.5382,1
20587,40,585,6.75,12000.0,50.0,0,757,0.3717,1
1929,9999,1437,14.75,13521.98,321.88,60,0,0.1319,4
1709,25,780,6.0,26500.0,561.39,60,731,0.4014,1
4808,3,570,16.0,3423.99,174.31,24,581,0.3614,5
11360,3,570,7.75,10000.0,206.93,60,707,0.1036,2
18871,14,780,2.25,10000.0,287.45,36,822,0.0447,1
8081,9999,780,7.25,8000.0,260.11,36,686,0.22,2
1272,9999,55,7.0,40474.48,612.65,84,647,0.1444,3
22101,3,585,4.5,26016.02,495.68,60,807,0.4196,1
14855,3,1176,7.75,20000.0,414.86,60,689,0.4497,2
22381,40,55,6.75,25000.0,288.0,0,699,0.2851,1
22146,40,570,6.75,5000.0,159.0,0,713,0.377,2
1157,25,166,10.25,9817.8,230.04,60,661,0.5036,3
13599,40,780,6.75,15000.0,138.0,0,802,0.3245,1
9911,17,1407,13.75,8655.13,205.09,60,602,0.3075,4
10122,3,585,6.75,55405.04,1120.02,60,746,0.596,1
13822,25,780,5.25,3000.0,137.31,24,835,0.5848,1
14784,40,1176,6.75,7000.0,213.0,0,671,0.2104,3
12955,25,780,7.25,30000.0,529.33,72,740,0.5386,1
9117,3,780,7.25,30000.0,547.0,72,728,0.2656,1
7688,25,780,6.25,5000.0,120.09,48,801,0.2059,1
6181,3,780,7.0,22289.52,483.32,60,759,0.4461,1
20815,23,585,4.5,20000.0,380.29,60,794,0.4554,1
20996,25,780,4.5,15000.0,285.13,60,767,0.2182,1
16214,3,780,5.75,30000.0,633.26,60,730,0.5881,1
15063,25,47,16.75,8850.36,238.27,60,549,0.4827,5
15929,2,570,6.75,5000.0,163.16,36,713,0.2886,2
5593,3,1437,8.25,25172.77,539.5,60,704,0.3819,2
18275,13,47,14.0,16254.18,380.83,60,613,0.3758,4
6061,3,166,10.75,41096.0,974.85,60,679,0.2093,3
12738,25,47,15.25,1310.4,66.16,24,568,0.4216,5
16760,3,47,7.75,15000.0,310.31,60,709,0.3339,2
16352,25,780,6.75,23900.0,470.65,60,770,0.1609,1
586,3,1437,7.0,10050.0,209.07,60,688,0.2517,2
7086,3,780,6.0,20000.0,395.83,60,773,0.2207,1
19523,13,780,3.0,15670.0,281.33,60,736,0.2063,1
2728,25,1407,8.25,12131.99,261.12,60,702,0.2539,2
10220,40,55,6.75,30000.0,876.0,0,714,0.3607,2
2492,3,780,6.0,7843.53,281.81,30,723,0.1411,1
257,40,780,6.75,15000.0,489.0,0,681,0.1534,2
4136,3,780,6.0,9084.55,284.22,36,728,0.4171,1
14200,3,780,5.75,11459.82,220.56,60,783,0.3708,1
21991,43,570,13.0,500.0,25.0,0,817,0.504,1
1903,43,1407,13.0,5000.0,25.0,0,763,0.4957,1
17694,40,1437,6.75,1000.0,50.0,0,673,0.0222,3
19034,40,1437,6.75,15000.0,50.0,0,774,0.4837,1
6652,3,780,6.0,15000.0,290.74,60,761,1.2973,1
10148,3,780,5.75,14000.0,269.57,60,767,0.5483,1
19741,40,1437,6.75,6000.0,195.0,0,784,0.4477,1
10708,3,1017,10.0,8030.24,218.86,48,666,0.1658,3
17291,14,585,4.0,18096.69,333.07,60,718,0.2268,2
5806,3,780,6.25,10000.0,214.14,60,721,0.2466,1
6908,3,1916,8.25,22509.06,502.28,60,681,0.2275,2
2072,25,1916,6.75,5000.0,228.07,24,701,0.3268,2
701,9999,585,4.5,12565.44,258.25,60,675,0.4569,3
4923,3,570,7.5,20000.0,501.67,48,698,0.1175,2
7228,25,1916,6.75,2600.0,116.12,24,685,0.1862,2
6618,40,1462,6.75,3000.0,50.0,60,819,0.8288,1
10128,3,9999,7.75,45837.02,923.79,60,713,0.3584,2
1662,2,780,6.0,20000.0,386.79,60,809,0.4544,1
12028,17,780,2.5,14368.71,420.6,36,815,0.2265,1
5367,17,780,3.25,21284.46,641.97,36,819,0.3433,1
19059,14,55,3.5,21940.11,359.53,72,824,0.2533,1
8542,40,585,6.75,6000.0,193.0,0,677,0.2042,3
14437,2,780,5.75,5000.0,160.7,36,736,0.3652,1
2997,25,780,6.25,8000.0,244.08,36,780,0.1256,1
12142,43,585,13.0,1000.0,25.0,0,780,0.5115,1
6682,25,780,7.0,30000.0,624.67,60,727,0.413,1
91,40,570,6.75,5000.0,162.0,0,687,0.4604,2
3681,14,780,3.75,33072.27,529.65,72,736,0.1039,1
16326,3,780,5.75,11000.0,216.78,60,782,0.4465,1
347,3,570,4.5,26413.2,492.25,60,738,0.1633,1
2579,3,1437,6.0,32660.75,632.42,60,827,0.3846,1
20423,25,47,9.75,15000.0,379.36,48,656,0.2268,3
6897,3,585,8.5,19805.78,417.26,60,707,0.319,2
1898,13,780,3.5,13568.11,303.39,48,738,0.4072,1
692,7,570,6.25,8500.0,165.15,60,722,0.4208,1
10583,25,166,6.25,3200.0,142.21,24,694,0.5787,2
11715,25,47,14.25,3000.0,149.97,24,0,0.1944,4
12493,25,780,6.25,7000.0,168.26,48,746,0.1951,1
2084,3,1407,15.5,4000.0,146.85,36,622,0.2084,4
6153,8,570,5.5,30000.0,573.67,60,804,0.252,1
10060,3,780,6.0,12555.01,317.08,48,778,0.4774,1
2054,2,780,6.25,3000.0,91.45,36,749,0.3819,1
2770,3,1916,8.25,21773.72,486.24,60,712,0.4589,2
5837,3,780,7.5,30000.0,533.17,72,724,0.2227,1
6381,9999,570,4.25,29572.25,415.65,82,788,0.2182,1
7674,2,780,5.5,5000.0,220.31,24,723,0.4573,1
16626,3,1437,10.25,12671.66,270.42,60,679,0.3529,3
21629,43,55,13.0,500.0,25.0,0,636,0.5459,4
9321,3,780,6.75,17500.0,361.04,60,722,0.1669,1
20355,14,570,2.5,13527.02,296.7,48,831,0.3614,1
12112,7,585,9.75,10000.0,340.49,36,670,0.4073,3
21942,3,585,7.25,26500.0,578.3,60,697,0.3798,2
19164,40,585,6.75,5000.0,159.0,0,670,0.3725,3
11888,3,570,15.75,25000.0,633.05,60,637,0.2927,4
7633,25,780,5.25,1500.0,128.42,12,775,0.1323,1
10023,3,585,10.5,22910.46,516.43,60,654,0.4426,3
21970,3,1090,10.25,13853.01,301.75,60,669,0.2941,3
19822,17,570,3.0,25563.06,459.31,60,748,0.3477,1
12774,40,1090,6.75,20000.0,628.0,0,677,0.5458,3
20750,3,570,6.5,9218.25,228.05,48,707,0.1411,2
10909,3,585,10.0,7295.29,185.62,48,644,0.3094,3
11596,25,1437,6.5,2000.0,89.95,24,696,0.4021,2
11907,25,1017,14.75,5000.0,177.06,36,627,0.347,4
6973,7,780,6.0,15000.0,289.73,60,723,0.4483,1
10254,3,780,5.75,15000.0,288.49,60,736,1.1498,1
16253,13,1437,4.25,9000.0,175.58,60,688,0.444,2
15007,25,780,5.75,5000.0,160.52,36,722,0.408,1
2242,13,1916,3.75,21099.44,433.13,53,785,0.2116,1
16334,3,780,6.75,24080.31,520.31,60,816,0.5098,1
564,23,1437,6.25,3000.0,258.31,12,689,0.2949,2
3190,13,780,4.5,33918.49,577.82,71,814,0.4413,1
9507,25,570,6.5,3392.24,204.13,18,682,0.1898,2
12261,25,780,6.75,7000.0,141.01,60,766,0.4026,1
9825,3,780,7.25,26478.0,479.94,72,749,0.2333,1
3145,3,780,5.5,14167.9,631.72,24,811,0.6814,1
9100,40,780,6.75,15000.0,245.0,0,750,0.2373,1
15695,3,780,5.75,12000.0,252.83,60,765,0.051,1
5013,40,1017,6.75,1000.0,50.0,0,576,0.3345,5
20476,40,570,6.75,5000.0,50.0,0,776,0.3992,1
11290,2,1437,9.25,5000.0,238.28,24,670,0.2571,3
1181,25,1462,15.0,4164.6,205.42,24,632,0.5799,4
200,2,585,6.75,4000.0,186.04,24,682,0.3352,2
1518,9999,1916,4.0,22426.5,413.65,60,749,0.1175,1
16156,40,780,6.75,10000.0,179.0,0,799,0.3269,1
1384,25,570,6.0,20000.0,386.34,60,834,0.2565,1
2768,25,1462,8.25,7700.0,165.5,60,694,0.6232,2
21948,25,585,6.25,22700.0,464.3,60,744,0.4231,1
10211,25,780,6.0,10000.0,197.68,60,794,0.2238,1
17749,25,1437,10.0,5640.4,145.79,48,676,0.1725,3
9124,13,780,3.25,13123.72,304.5,48,745,0.7488,1
436,3,1176,15.75,21567.36,567.73,60,614,0.4358,4
2707,3,1017,8.25,30000.0,628.01,60,715,0.4128,2
1794,40,1462,6.75,15000.0,343.0,0,765,0.5,1
12348,3,570,6.25,3944.0,182.67,24,705,0.2112,2
21543,3,55,4.5,23000.0,451.1,60,739,0.3898,1
1441,3,780,7.5,15000.0,363.27,48,696,0.2118,2
2310,9999,1916,8.0,15995.85,325.41,60,656,0.3371,3
14373,25,47,6.75,4597.57,141.49,36,684,0.0873,2
6430,43,1090,13.0,5000.0,125.0,60,691,0.2457,2
13519,23,780,5.75,12000.0,242.3,60,766,0.3908,1
17065,25,1437,5.75,10000.0,210.91,60,750,0.4908,1
17081,25,1437,14.75,5000.0,182.33,36,0,0.3882,4
15816,23,1437,6.75,11911.0,370.88,36,682,0.3364,2
4191,23,780,6.0,12000.0,254.28,60,843,0.257,1
8503,8,1916,5.5,40628.26,776.0,60,833,0.5075,1
230,3,47,14.75,8000.0,286.62,36,628,0.4002,4
14224,25,780,6.25,4300.57,109.53,48,739,0.2096,1
5183,25,780,6.25,6000.0,152.57,48,750,0.5364,1
722,25,1437,15.5,1700.0,83.0,24,626,0.3914,5
5237,2,780,5.5,5000.0,230.58,24,796,0.6723,1
13595,13,780,2.5,15862.72,457.85,36,840,0.1851,1
13071,3,1017,8.0,18627.94,377.3,60,718,0.2137,2
7554,3,780,6.0,10000.0,197.54,60,807,0.371,1
6861,25,780,6.0,18000.0,356.72,60,726,0.5922,1
10066,23,55,9.25,2000.0,91.7,24,669,0.3631,3
13805,23,47,7.75,20000.0,441.37,60,694,0.2878,2
6042,3,1916,10.5,10665.8,294.81,48,644,0.0908,3
6864,25,570,10.5,6862.82,234.74,36,654,0.0957,3
6755,17,570,3.75,18887.3,465.56,53,741,0.5456,1
19205,14,47,2.75,50505.36,901.85,60,760,0.3897,1
22017,40,585,6.75,18000.0,534.0,0,665,0.296,1
9945,25,1437,15.25,2000.0,101.22,24,587,0.3234,5
6748,17,1916,15.7,11594.55,300.61,54,624,0.4054,4
12959,3,1437,10.0,11000.0,299.79,48,666,0.341,3
3298,3,1437,10.5,13960.49,385.01,48,673,0.3476,3
9065,40,1916,6.75,3000.0,84.0,0,667,0.1629,3
19765,14,780,2.75,27189.75,525.85,60,763,0.2976,1
6184,2,1916,15.5,3000.0,277.1,12,584,0.3087,5
14388,13,1176,4.25,12630.0,257.02,60,715,0.1171,2
21253,25,1090,10.5,6647.0,153.18,60,674,0.3941,1
1746,3,1437,7.0,19977.62,404.9,60,762,0.4395,1
10959,3,9999,10.25,15062.54,351.34,60,668,0.2984,3
19166,23,1437,10.0,10000.0,231.32,60,668,0.2512,3
17862,13,1437,14.75,14000.0,363.69,60,586,0.3821,5
2121,13,780,3.0,3000.0,130.29,24,731,0.7479,1
13190,25,47,6.75,16500.0,507.67,36,708,0.3622,2
12513,3,780,6.0,14133.71,272.69,60,736,0.691,1
19470,3,570,14.45,11684.0,332.32,48,638,0.424,4
9230,3,780,5.75,14574.84,280.4,60,799,1.9732,1
4226,25,780,6.0,30000.0,610.1,60,783,0.2801,1
4380,3,780,7.0,13467.09,273.62,60,806,0.7559,1
21140,3,570,6.5,8732.44,207.56,48,678,0.1936,3
16320,2,780,5.75,3000.0,91.08,36,722,0.5227,1
10953,40,585,6.75,5000.0,115.0,0,682,0.3113,2
14547,25,1176,10.5,9140.83,214.87,60,652,0.2933,3
51,3,585,10.5,15500.0,334.01,60,646,0.1833,3
17987,17,780,3.0,8000.0,143.82,60,729,0.2758,1
8194,25,780,6.0,18000.0,365.72,60,746,0.3492,1
798,25,585,8.5,20000.0,419.56,60,717,0.4683,2
10428,9999,570,7.0,24590.1,397.73,84,741,0.5826,1
16984,40,585,6.75,20000.0,334.0,0,716,0.4495,2
12458,17,1437,5.25,28523.72,517.17,72,712,0.3487,2
21732,40,570,6.75,25000.0,540.0,0,766,0.3446,1
10968,3,780,5.75,10787.17,227.56,60,723,0.0909,1
15735,2,780,5.75,10000.0,210.62,60,762,0.2979,1
5041,3,1462,8.25,37181.0,799.04,60,692,0.4247,2
19576,40,1437,6.75,12000.0,251.0,0,669,0.3134,3
2593,3,570,8.5,14500.0,298.36,60,712,0.1372,2
11371,40,585,6.75,2000.0,50.0,0,664,0.1143,3
15677,3,585,7.75,31913.06,644.46,60,690,0.3681,2
14135,3,47,7.5,27100.0,483.02,72,776,0.1172,1
17301,13,585,3.25,19798.0,357.64,60,812,0.2754,1
13569,3,780,7.75,19533.49,412.02,60,701,0.4969,2
15061,25,47,10.25,7500.0,168.71,60,664,0.4132,3
2960,13,780,3.5,7000.0,163.12,48,743,0.3041,1
19591,3,1437,4.5,24662.89,469.31,60,762,0.3608,1
7508,23,780,7.5,21000.0,373.66,72,769,0.4984,1
17788,25,1437,7.25,20000.0,398.37,60,713,0.2698,2
7819,25,780,6.0,15000.0,290.68,60,787,0.4052,1
5630,3,166,10.5,15500.0,405.89,48,678,0.307,3
13263,13,1437,3.25,32000.0,578.11,60,721,0.3378,1
16810,25,1437,17.0,15881.41,425.87,60,568,0.3026,5
11045,3,1437,6.75,10000.0,323.89,36,712,0.3966,2
6353,25,780,7.0,10000.0,197.9,60,729,0.5288,1
9997,3,780,5.75,15000.0,303.59,60,740,0.3251,1
568,24,1437,10.25,6050.0,166.01,48,644,0.3224,3
5285,3,1437,7.0,3000.0,137.24,24,697,0.5198,2
10670,3,570,10.25,15000.0,344.41,60,653,0.2429,3
4524,23,1437,8.25,10000.0,209.2,60,686,0.4051,2
12097,2,780,6.75,14752.91,318.62,60,754,0.3772,1
218,23,585,8.25,20000.0,393.24,72,718,0.431,2
8665,40,1437,6.75,10000.0,263.0,0,601,0.0791,4
3688,25,780,6.0,30000.0,635.88,60,756,0.4657,1
2855,9999,1437,14.75,13908.61,331.06,60,0,0.2086,4
2431,25,780,6.0,5000.0,154.34,36,736,0.1438,1
14908,40,1017,6.75,2000.0,50.0,0,0,0.2521,0
3602,3,780,6.75,6196.8,287.83,24,694,0.1836,2
9503,13,1437,3.5,27196.99,591.87,60,725,0.1348,1
16974,14,780,3.75,21047.16,327.06,72,723,0.3653,1
12421,25,1017,7.75,9000.0,198.69,60,707,0.5435,2
14933,25,780,7.25,10000.0,198.11,60,709,0.2789,2
11639,24,585,7.75,26000.0,574.8,60,701,0.2479,2
1417,25,780,6.25,6000.0,144.18,48,839,0.3684,1
15368,25,47,6.25,5000.0,224.02,24,690,0.6391,2
5421,25,1462,15.0,3000.0,151.86,24,600,0.4185,4
13204,25,1090,6.5,5546.0,246.91,24,707,0.349,2
19299,3,1437,6.75,11366.47,281.95,48,703,0.3898,2
2049,9999,1437,3.75,7354.5,165.49,48,796,0.1739,1
1382,3,780,6.25,17600.0,342.25,60,792,0.275,1
12751,25,55,7.0,12000.0,299.65,48,691,0.3877,2
8566,2,1437,9.25,1500.0,133.9,12,661,0.2004,3
853,3,780,6.0,15000.0,296.94,60,751,1.1173,1
1809,3,780,6.25,23473.48,466.18,60,801,0.3478,1
8308,40,780,6.75,15000.0,195.0,0,691,0.3857,2
3835,25,1407,6.75,6000.0,279.04,24,703,0.0846,2
1640,9999,1437,2.75,18348.16,404.56,48,752,0.326,1
10523,13,780,4.25,21944.51,367.74,72,769,0.3454,1
16675,25,1437,6.0,10000.0,210.88,60,760,0.4559,1
18268,2,47,15.75,5000.0,184.49,36,571,0.2609,5
10117,13,585,4.5,18351.82,436.04,48,711,0.2064,2
8801,25,780,6.0,15000.0,352.54,48,764,0.4827,1
11447,17,780,3.0,9742.83,215.86,48,720,0.6303,1
15520,25,47,7.0,8097.7,168.68,60,838,0.6468,1
21451,13,55,3.25,10497.15,204.87,60,780,0.3639,1
1321,9999,1437,14.75,13770.01,327.78,60,0,0.2353,4
4043,13,570,13.3,14930.41,343.32,60,616,0.2425,5
13583,40,47,4.75,6500.0,50.0,0,782,0.3931,1
10697,40,585,6.75,25000.0,799.0,0,726,0.5605,1
19104,3,1437,6.5,25648.73,456.85,72,689,0.2795,2
10864,3,780,5.75,19000.0,365.05,60,785,0.2534,1
15854,3,55,7.75,17300.0,367.17,60,682,0.4624,2
16728,23,780,6.0,3000.0,76.07,48,735,0.2649,1
12796,2,1437,6.5,5000.0,228.08,24,717,0.475,2
11101,3,570,7.25,46431.44,798.76,72,800,0.5092,1
16116,24,780,5.75,20000.0,402.9,60,750,0.148,1
6152,9999,1090,14.0,32498.53,673.56,72,620,0.1718,4
7659,25,780,6.25,10000.0,205.02,60,785,0.2245,1
22054,25,585,6.5,19282.74,395.48,60,723,0.3502,1
18372,25,1017,15.0,10768.58,299.47,48,0,0.1866,4
4225,2,780,6.0,5000.0,222.13,25,742,0.4793,1
8997,25,780,7.25,30000.0,573.85,72,744,0.3777,1
19646,3,570,10.0,11906.28,253.91,60,664,0.351,3
10292,13,780,3.75,14000.0,326.57,60,729,0.4551,1
8181,25,780,7.25,14596.32,312.08,60,778,0.4114,1
14626,13,47,6.75,18769.0,377.24,60,680,0.4772,3
13481,13,1437,14.75,35425.4,976.17,53,583,0.405,5
6067,2,780,6.0,10000.0,211.94,60,751,0.302,1
21803,40,341,6.75,2500.0,50.0,0,0,0.0777,4
18310,25,1437,15.25,13118.58,315.4,60,602,0.2578,4
9021,2,1437,8.75,3000.0,266.11,12,659,0.4223,3
19477,3,1017,5.75,5812.86,146.43,48,747,0.861,1
16165,3,570,10.25,23402.82,548.33,60,668,0.3447,3
5528,40,780,6.75,15000.0,315.0,0,741,0.2773,1
4376,40,1407,6.75,2000.0,50.0,0,733,0.4683,1
7565,25,780,5.75,6000.0,265.63,24,762,0.4038,1
19415,23,585,6.75,7700.0,183.36,48,702,0.3784,2
18196,25,570,7.0,5000.0,128.94,48,700,0.4016,2
1226,9999,1916,9.25,37627.23,685.52,72,646,0.3823,3
2631,9999,1437,4.0,11579.63,213.61,60,755,0.2498,1
16405,17,780,3.0,5638.6,124.81,48,785,0.4276,1
7317,13,1916,6.75,7206.19,234.97,36,644,0.267,3
11075,25,780,6.0,6500.0,209.69,36,775,0.724,1
1204,3,1407,8.25,13199.33,269.27,60,712,0.4131,2
21021,2,1017,5.75,8000.0,168.37,60,691,0.2117,2
835,3,780,6.25,21530.0,418.85,60,811,0.3079,1
17354,3,1437,6.75,16657.26,345.71,60,708,0.3119,2
2066,3,570,7.0,26000.0,514.89,60,734,0.5405,1
5386,3,1462,6.75,23000.0,389.8,72,684,0.6325,2
9179,9999,166,8.5,34049.72,355.11,180,652,0.5954,3
3519,25,585,8.25,8600.0,180.08,60,692,0.3242,2
4884,43,1462,13.0,1000.0,25.0,0,617,0.4904,4
2620,9999,1407,5.25,17358.11,330.26,60,714,0.237,2
12010,13,780,3.25,7950.0,191.04,48,722,0.1246,1
17453,9999,585,4.5,18000.0,335.88,60,697,0.404,2
